Video ID,Title,Channel,Upload date,Stock,Summary,Company,Symbol
lRlyVpVXXvk,"HP stock declines on mixed earnings, industry-wide headwinds",Yahoo Finance,2023-03-01 19:15:41+00:00,272,"hp logs in another mixed quarter as the pc and printing giant saw sales drop 18.8 percent year over year amid industry-wide headwinds. hp ceo enrique laura says efforts to cut costs are starting to show up in profit margins. i didn't get the sense, guys, from talking to enrique that the pc corrections really started in earnest earlier last year is coming to an end.  hp inc has had a workforce reduction. i asked enrique, when you reduce your force in size to extend, they have thousands of employees. what does that do to the culture inside the company? our goal is to achieve 40 of our three-year goal- three- years goal- by the end of the year, and we will.",HP,HPQ
mAScNugPHu4,💰 Tesla Investor Day: 3️⃣ things to watch #shorts #stockmarket,Yahoo Finance,2023-03-01 18:54:05+00:00,11,"the gen 3 platform, the cheap tesla car. is it the robo taxi, the car that it will kind of actually fill the mission of fleet operators, that i can actually send these cars everywhere and you can use it when you're not actually driving it? we'll see. that'll be around sub 25- 30 000 car.",Tesla,TSLA
qG1GfMQrHHA,"Fed's Powell stresses rate hikes, Tesla stock drops amid safety issues, Norfolk Southern testimony",Yahoo Finance,2023-03-08 22:45:26+00:00,11,tesla shares closing three percent lower. Analyst at behringer slashing their rating on the stock to hold from buy. Safety regulators say they're investigating reports of steering wheels detaching in 2023 tesla model wise. Around 120 000 vehicles could be affected by the problem.,Tesla,TSLA
qG1GfMQrHHA,"Fed's Powell stresses rate hikes, Tesla stock drops amid safety issues, Norfolk Southern testimony",Yahoo Finance,2023-03-08 22:45:26+00:00,154,"The ceo of norfolk southern will be testifying before the senate environment and public works committee about its recent trained derailment in ohio. just yesterday, the national transportation safety board announced that it was launching a special investigation into the company's organization and safety culture. now officials have been ramping up scrutiny on norfolkSouthern following that incident.",Norfolk Southern,NSC
_RSChe1Qz_s,"Target providing ‘incredible value’ to consumers amid inflation, CFO says 💰🎯 #shorts",Yahoo Finance,2023-02-28 21:03:05+00:00,107,"so for us that includes electronics and toys and things like that, and so a consumer that's feeling the impacts of inflation but, importantly, they're finding incredible value at target. they're responding to newness, we have it on the floor pad and that drove a traffic growth for us in the quarter.",Target,TGT
_RSChe1Qz_s,"Target providing ‘incredible value’ to consumers amid inflation, CFO says 💰🎯 #shorts",Yahoo Finance,2023-02-28 21:03:05+00:00,107,"so for us that includes electronics and toys and things like that, and so a consumer that's feeling the impacts of inflation but, importantly, they're finding incredible value at target. they're responding to newness, we have it on the floor pad and that drove a traffic growth for us in the quarter.",Target,TGT
yaSnAt0wI1E,💰 Stocks: Breaking down Costco's (COST) Q2 FY2023 earnings call #shorts,Yahoo Finance,2023-03-02 15:23:14+00:00,23,"2022 company of the year is costco. tune in after their earnings call ends. i will be watching any trade down or any commentary about their private label brand, kirkland- one of my favorites- and then also their membership fees and talk about whether or not that will be raised. one of the things i love from costco- underrated- they're socks, pesto, butter, salmon.",Costco,COST
95fSkEdJBoM,"Chevron CEO on Share Buybacks, Deals, Oil Capacity",Bloomberg Television,2023-03-02 00:58:34+00:00,25,"  The world's pretty tight right now, is it okay? yeah, there's some spare capacity in the middle east. we saw opec pull back here uh last year and uh, and indicate that they intend to kind of maintain that posture through the balance of this year. what is different is we're seeing demand growth in china.  wind and solar are great technologies. they're an important part of responding to the, the call for a lower carbon energy system. hydrogen and carbon capture are earlier in the development phase. we've got to build out full value chains on these things. we're working hard to make them scalable in the medium to longer term.",Chevron,CVX
sWtilEX8CPY,Pfizer Buys Cancer-Drug Maker Seagen for $43 Billion,Bloomberg Television,2023-03-13 20:41:23+00:00,53," pfizer chairman and ceo spoke earlier with bloomberg's david weston about the benefits of the major acquisition. i think what citizen is giving us? it is a unique technology, it is called adc and this technology can become the one of the biggest answers to many cancer tumors that right now we have suboxone solutions.",Pfizer,PFE
dDVnVphEaOE,Warren Buffett's Berkshire Hathaway Units See Weak Demand,Bloomberg Television,2023-02-27 04:08:25+00:00,6,"The conglomerate saw a 14 percent decline in operating earnings in the fourth quarter. It cited higher materials costs, freight costs, labor costs, although buffett said: i've yet to see a time when it made sense to make a long term bet against america. buffett also took issue in his shareholder letter with recent criticism on share buybacks.",Berkshire,BRK-B
JmPg-kidacI,"ADP Data Show US Private Payrolls Rose 242,000 in Feb.",Bloomberg Television,2023-03-08 14:11:02+00:00,90,"Most of the jobs created were in medium and large establishments, which is kind of interesting because it's been the bars and restaurants who've been looking for people. Small establishments lost 61 000 jobs. 16 000 jobs lost, but a lot of that made up for it in manufacturing, where 43 000 jobs were added.",ADP,ADP
SVQh4PIxqEo,Tesla's Investor Day Disappoints Fans,Bloomberg Television,2023-03-02 21:13:42+00:00,11,"ed: expectations were super high. We've shed 40 billion dollars of market cap off tesla this morning. There were little easter eggs dotted around that, but the thing that's really disappointed the street is no concrete details about a next generation ev, which we all thought would be a cheaper model, right.",Tesla,TSLA
2tAhQ3_Hzdk,"Target Hit a Trough in 2022, D.A. Davidson Says",Bloomberg Television,2023-02-28 15:45:37+00:00,107,"target's one of the best run machines. i really hurt a lot of retailers in 2022. just about a year ago, everyone was pulled up and they got really over assorted. target's inventories in the quarter just reported, as of this morning, were, uh, it was either up or down three percent.",Target,TGT
DwpvmV_0Wn4,Target Earnings | Bloomberg Surveillance 02/28/2023,Bloomberg Television,2023-02-28 18:16:20+00:00,107," i think the leaderships all over the place at the start of the year is all about the prospect of a global recession and now its central banks need to hike more to get inflation back to target. pick one, get a ton of retail earnings through the week. we should get those numbers in a couple of minutes. when we get them, lynx is going to be all over it. target's fourth quarter digital comp sales down three point six percent. that was an unimaginable event five years ago with digital growth. wal-mart's been investing- we have it- on their digital world to try to compete with amazon. are you seeing a consolidation in the digital world that's more significant with walmart and amazon and it's harder for target to break into.  discretionary is outperforming on the s&p 500, this share. yet today especially, is doing really really well. i've never been comfortable with the word discretionary in sectors in the sam stovall world. there's toothpaste. is that discretionary? i don't know if it is or not. i think we have to continue to tip our heart to the strength we've seen from the industrials, and not just domestically. the machinery names have been absolutely fantastic here. i think there's some pretty epic leadership that's coming from this industrial group. i, like the law. christopher wrote suffering with the snow in derry in connecticut. i was not going to be a snow day.  Micheal Baker: Retailers have done a really good job in 2020 to realizing that you've made a mistake and work through it. i really hurt a lot of retailers and try to try to. just about a year ago it was almost pulled off and they got really over sorted. i think the idea here is that margins are going to be better. or is this target basically low balling it, to set expectations low and everyone just says, oh, we know what you're doing, so we're gonna get ahead of that more? i think that our target is giving nice conservative guidance. i think it's the right thing to do at this point. i mean, it's basically been flipping and flopping, and target's been a lot more volatile than wal-mart, and so we'll expect to track that.  bloomberg surveillance with tom keene, lisa abramowicz and jonathan ferro. futures right now up a quarter of one per cent on the s&p 500. we're seeing the beginnings of a regime shift back to a point where interest rates matter. inflation is not a concept that is dead. it may be around the corner. target first, out the gate, bram. i've got to say let's put the stock price action to one side. let's just look at the numbers. the guidance is poor relative to what was expected for the quarter and for the year ahead. now that we have to libyan gravity, the math is back to what it was 16 years ago, just perchance.   i think that eventually, at some point in the future, we will see inflation coming back down to target. i think we're going to be centered around 4 until and, if you know, as if the fed gets above 5 and then you may see some pressure up towards 4 and a half, but we're pretty much in the topping zone.  setting a target of 10 billion management fees is talking. get going through some of the goals of the company. really, the question is going to be about leadership as well as sort of their overall strategic target and what i'm going to do is make this real clear. i think this new regime is here to stay high. it's going to be with us for a while. christopher verrone frankly nailed it here with this: just an absolute soup out there. i'm looking at the goldman sachs powerpoint, john. i'll be honest, it's a lot of managed, happy talk and we got to look beneath tisn't every investor day. i don't really know what to make of it. over the last month, just a massive lift on a two year, three for eighty on a 10 year, ultimately getting closer and closer to 4 percent. i think the markets generally stay in a trading range and the fed stays in a holding pattern, with rate hikes and then a pause until we can get some kind of brake on inflation.  The agreement is aimed at fixing a provision of the brexit treaty that effectively imposed a customs border in the irish sea between great britain and northern ireland. Target turned in a strong fourth quarter performance, but the discount retailer offered a cautious financial forecast for this year.  Central banks are using backward looking information to judge when they've done enough with their forward acting tools of monetary policy. They're not, i don't think, looking too much in inflation. It's the labor market that gives them the long stare as to inflation. They know that rate hikes are still going to have a lagged impact. telsey advisory group obviously is under review off the conference call, but a very constructive outperform and he talks about loyalty programs, about the target method, the execution method that they will have. We believe the company has a multi-year profit recovery. The company is expected to make a profit recovery in the next few years. ",Target,TGT
jhqmxSp919k,"Salesforce Has Made 'Incredible Transformation,' CEO Benioff Says",Bloomberg Television,2023-03-02 02:36:14+00:00,26,"well, emily, it's great to be with you, as always, and, uh, i'll tell you that, look, we're just still just getting started here at salesforce and we have reignited our performance culture. in the quarter, we've- we've really made an incredible transformation. as you can see from the results from today, shares are up 18 after hours. everyone had a record performance, including salesforce. the fourth quarter of fiscal year 22, which was that last quarter of 2021. emily, that was like our best quarter of all time. but then you know what the story is of 2022 as well, where we started to see unusual market conditions. well, emily, it's hard to compare salesforce to any other entity or equity, because you know that since i took the company public in 2004, we've delivered more than 4 000, heading to 5 000- maybe more percent for our shareholders. i maintain what the japanese call shoshin, the beginner's mind. i don't think there is a software company with a better bench by product unit,. by operating unit, by geography.  emily, you know i have my employees backs and some of these folks have political agendas and that's very unfortunate and you, you can see it. when, all of a sudden, there's a level of discrimination that shows up in a state or a country or by some action our employees did not warrant. we just want to make sure our employees get the love and respect and dignity that they deserve, and that is always our highest priority. This could be the slowest year of growth for salesforce ever, and you have been at this a little time. how do you feel about? you know what we just heard, uh from elliot, uh, that you know their liking so far, what you see. well, who doesn't like what they see?",Salesforce,CRM
TvKtopcWonA,Oracle Sales Miss Estimates in Third Quarter,Bloomberg Television,2023-03-09 22:02:56+00:00,20,"so we're seeing growth rates slowing down in terms of data center and i think that's being, uh, you know, impacting the oracle numbers. i think this is just kind of a slow grind, shinola, where we're just going to have to grind through these next couple quarters. so i guess we got a couple more tough quarters remain. i'll keep hope alive, as someone once so famously said. Last quarter they bought back about 450 million dollars worth of stock, right. so, going forward, you mentioned earlier about the dividend increase. that's a way of returning capital shareholders and increasing the value of the stock and then also purchasing shares. on the second quarter: um, you know dan really quickly here. what would it take to turn things around? That's a million dollar question.",Oracle,ORCL
xuMSRx5bnDw,How Chipotle’s Stock Exploded About 400% in Five Years | WSJ The Economics Of,The Wall Street Journal,2023-02-28 15:08:54+00:00,111,"Chipotle's revenue has increased by more than 200% over the past decade. Its stock price has increased about 400% in the last five years. chipotle's success comes from its efficient and what it calls ""transparent"" in-store experience. Its menu is relatively small but it's easy to customize.  chipotle also designed its stores to have two separate prep stations called make lines. one make line is just for in-store orders and the other is for digital and catering orders. chipotle has continued to expand its digital ordering services with a new pickup option for customers called chipotlanes.",Chipotle,CMG
FNgbJM1LcZc,The Week in Numbers: the case of the missing Tesla,Reuters,2023-03-03 15:05:33+00:00,11,"30.8 billion dollars was the record annual profit at warren buffett's berkshire hathaway investment giant. lufthansa's annual profit compares with a loss of about the same amount a year before. 145 billion dollars of trading volume was the trading volume at crypto exchange, coinbase, over the past quarter.",Tesla,TSLA
IaP-4H0mNkU,"S&P, Nasdaq close lower as Fed concerns remain",Reuters,2023-03-02 01:48:20+00:00,239," treasury yields jumped after manufacturing data indicated inflation is likely to remain stubbornly high. comments from federal reserve policy makers supported more interest rate hikes. the dow, alone among the major indices, finished a hair higher. it got a boost from caterpillar, which saw its shares rise after the construction equipment maker said it had reached a tentative deal with a union.",Nasdaq,NDAQ
-839S3Y2HYU,Altria to buy e-cigarette maker NJOY after Juul fiasco,Reuters,2023-03-06 21:14:51+00:00,116," altria group maker of marlborough, is pivoting to one of jules rivals. tobacco giant on monday announced it will buy e-cigarette startup enjoy for about 2.75 billion dollars in cash. in a fresh bet, it can keep a foothold in the vaping industry without losing its shirt, and enjoy may be the way to do that.",Altria,MO
4EegFuhkcPg,Meta explores potential Twitter rival,Reuters,2023-03-10 11:08:02+00:00,5,"meta is exploring an idea which could create a direct competitor to twitter. it could set up a standalone decentralized social network to share text updates. The news was first reported by indian business site moneycontrolcom, which said the new app would support activity pub. that is the decentralized social networking protocol that powers twitter rival mastodon.",Meta,META
OfP54thxPvo,Tesla cuts some U.S. prices again,Reuters,2023-03-06 15:46:53+00:00,11,"The reductions ranged from four to five percent on the model s sedan. Both versions of the vehicle are now five thousand dollars cheaper, while they were at eight to nine percent for the more costly model x, or ten thousand dollars in recent months. tesla ceo elon musk said the automaker would focus on bringing prices down.",Tesla,TSLA
ukl6MRVZOvM,"Macy's, Best Buy warn of pullback in consumer spending",Reuters,2023-03-02 19:04:07+00:00,376,"best buy on thursday joined that chorus and issued a cautious annual earnings forecast. as uncertainty about the us economy has tempered expectations for sales of t tvs, laptops and other electronic goods. best buy will also close or remodel some of its larger stores and open more smaller sized outlets that sell used and refurbished electronics.",Best Buy,BBY
lQbCFvPDbJU,New EV a no-show at Tesla event,Reuters,2023-03-02 08:04:29+00:00,11,"Company shares tumble more than five percent in after hours trading on wednesday. ceo elon musk had been expected to launch a much awaited small, affordable electric vehicle. instead, he focused on a new tesla gigafactory being built in northern mexico, its first outside of the united states, germany and china.",Tesla,TSLA
nit50Xl77i0,Biden says others will cut insulin price after Eli Lilly,Reuters,2023-03-02 03:59:19+00:00,7,"i called on the prescription drug companies to bring down the price of insulin to 35 to everyone, not just seniors. Today eli lilly, the largest manufacturer of insulin in the united states of america, agreed to do just that- 35 bucks. Every other company making insulin is going to have to lower their prices at 35 because they can't compete.",Eli Lilly,LLY
iaxp54Ns3fA,Tesla readies revamp of big-selling Model Y SUV,Reuters,2023-03-01 15:01:36+00:00,11,The changes are codenamed project juniper. production of the new version is expected to start next year. The revamp would mean tesla is on track to offer new versions of both its best-selling cars over the next two years. It is also meant to boost production efficiency for the vehicles.,Tesla,TSLA
pJBEme4oiJ4,Broadcom faces EU warning over $61 billion VMware deal,Reuters,2023-02-27 16:47:55+00:00,8,"Broadcom's 61 billion deal to buyvmware router is under investigation by the european commission. regulators are worried that big firms could stifle competition by acquiring smaller, more innovative rivals. broadcom says it will continue to work with watchdogs. it says the existence of amazon, microsoft and google shows there is strong competition in the cloud computing market.",Broadcom,AVGO
eHxTMYoHMro,Journalist in new Netflix documentary shares his theory on MH370 disappearance,CNN,2023-03-12 02:09:21+00:00,27," netflix is streaming a brand-new three episode docuseries called mh370, they play in the disappeared, investigating the still unsolved mystery. jeff wise is an aviation journalist who plays an important role in the netflix series. he is the author of the book the taking of mh 370.. i invested three hours in the netflix show. i am not sorry, i did i learned a lot, but at the end, jeff, we still don't know. how do we reconcile all of those facts? how can they have performed this really rigorous mathematical analysis and yet failed to find the plane? what could have happened? >>. the human brain is still on fallible in some level.",Netflix,NFLX
OZyJRppgd-c,Hear what a former FOX employee has to say about the company,CNN,2023-03-01 03:27:41+00:00,420,"Jonah Smith left fox news after 12 years, when tucker carlson suggested the january 6th could've been a false flag operation. Smith was subpoenaed and opposed by even in this case and you can't speak about that. Also, with me jim ruttenberg, who is reporting extensively on rupert murdoch for more than two decades. John Avlon: The emails show that rupert murdoch was very much along with loughlin murdoch, involved in conversations about how they were going to repair the broken trust. Avlon asks whether this changes things for fox, i really don't know. Fox is not reporting on this and they have made it as a matter of policy, Avlon says.",Fox,FOX
36XzFE3Njyg,Ex-Trump official recounts relationship between Trump White House and Fox News,CNN,2023-03-12 01:52:38+00:00,418,Stephanie Coontz covered the white house for Fox News. She says there was a cozy relationship between fox and the White House. She recalls how fox would go out there and say one thing on tv but then say something completely different to themselves about the former president and his election lies and so on.,Fox,FOXA
36XzFE3Njyg,Ex-Trump official recounts relationship between Trump White House and Fox News,CNN,2023-03-12 01:52:38+00:00,420,Stephanie Coontz covered the white house for Fox News. She says there was a cozy relationship between fox and the White House. She recalls how fox would go out there and say one thing on tv but then say something completely different to themselves about the former president and his election lies and so on.,Fox,FOX
tva11vfa-mQ,Jake Tapper fact-checks Fox News narrative on Jan. 6 attack,CNN,2023-03-08 01:20:13+00:00,418,"Fox News airs exclusive security footage of January 6th riot in the U.S. capitol. Rep. McCarthy says the footage shows the events of that day were peaceful. CNN's John Defterios calls the claims of peaceful chaos in the capitol a ""lie"" and a ""misunderstanding""",Fox,FOXA
tva11vfa-mQ,Jake Tapper fact-checks Fox News narrative on Jan. 6 attack,CNN,2023-03-08 01:20:13+00:00,420,"Fox News airs exclusive security footage of January 6th riot in the U.S. capitol. Rep. McCarthy says the footage shows the events of that day were peaceful. CNN's John Defterios calls the claims of peaceful chaos in the capitol a ""lie"" and a ""misunderstanding""",Fox,FOX
8y7iZ8oLFnE,Hear what ex-Fox commentator thinks about Tucker Carlson's Trump texts,CNN,2023-03-09 15:35:09+00:00,418,"New court documents reveal a very different tucker carlson behind the scenes. private messages were released as part of dominion voting systems $1.6 billion defamation lawsuit against the right wing network. fox news stars and top executives didn't actually believe the lie. they put on air that the 2020 election was stolen. i think the thing to keep in mind about tucker is, first of all, he's a lot smarter than a lot of the other people playing the same game that t Tucker is playing. i don't think this is fatal. this will be fatal for fox. i think it could trigger shareholder lawsuits, all sorts of things, but they could. i do think that there is going to be a considerable bloodletting down the road. i don't know if tucker will get the ax, but i i would not buy a lot of stock and fox ceo susan scott, at this point she seems to be getting groomed sort of like a thanksgiving turkey. so i think she's going to go. but the real trick is when tucker's audience realizes that he's playing them and until they do, he's. going to remain popular. he considers his role, as far as i can",Fox,FOXA
8y7iZ8oLFnE,Hear what ex-Fox commentator thinks about Tucker Carlson's Trump texts,CNN,2023-03-09 15:35:09+00:00,420,"New court documents reveal a very different tucker carlson behind the scenes. private messages were released as part of dominion voting systems $1.6 billion defamation lawsuit against the right wing network. fox news stars and top executives didn't actually believe the lie. they put on air that the 2020 election was stolen. i think the thing to keep in mind about tucker is, first of all, he's a lot smarter than a lot of the other people playing the same game that t Tucker is playing. i don't think this is fatal. this will be fatal for fox. i think it could trigger shareholder lawsuits, all sorts of things, but they could. i do think that there is going to be a considerable bloodletting down the road. i don't know if tucker will get the ax, but i i would not buy a lot of stock and fox ceo susan scott, at this point she seems to be getting groomed sort of like a thanksgiving turkey. so i think she's going to go. but the real trick is when tucker's audience realizes that he's playing them and until they do, he's. going to remain popular. he considers his role, as far as i can",Fox,FOX
yLZFbMizcHU,See how Norfolk Southern CEO responded to toxic spill in Ohio,CNN,2023-03-09 19:30:04+00:00,154,"The ceo of norfolk southern is testifying before a senate committee. alan shore has been facing tough questions really for weeks over the railroads. the rail company's safety practi in the wake of last month's toxic train dera in his palace in ohio. shaw has apologized more than once for the derailmen. i don't want norfolk southern to take this from me. so the question for a lot of fol here, kate, is: how do you make homeowners whole, how doYou make businesses whole after something like this has happened to? alan shore? in his opening statements there has said that he will be here in this com, norfolkSouthern southern, as long as it takes. they are concerned about their f? ",Norfolk Southern,NSC
aVRv65JwjME,'Extremely threatening case': First amendment atty on Dominion lawsuit against Fox News,CNN,2023-03-01 13:34:05+00:00,418,"Fox News faces a threat from the multibillion dollar defamation case. The billionaire owner, rupert murdoch, conceded that four of the main hosts on the airwaves, including shawn hannity and lou dobbs, endorsed false statements. Fox's legal team says the quotes coming out don't tell the full story. i was very shocked to hear about, -- to read about rupert murdoch sharing an ad with a former white house adviser. i would be surprised if that was something that was widely known. who is to say that fox won't put the finger on the scale in favor of the candidates that gets them the best ratings? this comes down to. there is a lot of potential fallout, i think for both the fox audience and the people who consume that information. i just want to say there is a lot of really good journalists at fox. i don't have any major problems. prime time is where they make the money. it descended into conspiracy mongering. it is basically anything to get people to tune in and drive viewership. that not even a straight forward news story about. this is what is happening.",Fox,FOXA
aVRv65JwjME,'Extremely threatening case': First amendment atty on Dominion lawsuit against Fox News,CNN,2023-03-01 13:34:05+00:00,420,"Fox News faces a threat from the multibillion dollar defamation case. The billionaire owner, rupert murdoch, conceded that four of the main hosts on the airwaves, including shawn hannity and lou dobbs, endorsed false statements. Fox's legal team says the quotes coming out don't tell the full story. i was very shocked to hear about, -- to read about rupert murdoch sharing an ad with a former white house adviser. i would be surprised if that was something that was widely known. who is to say that fox won't put the finger on the scale in favor of the candidates that gets them the best ratings? this comes down to. there is a lot of potential fallout, i think for both the fox audience and the people who consume that information. i just want to say there is a lot of really good journalists at fox. i don't have any major problems. prime time is where they make the money. it descended into conspiracy mongering. it is basically anything to get people to tune in and drive viewership. that not even a straight forward news story about. this is what is happening.",Fox,FOX
cxrW8LA4VXw,Hear what first amendment attorney thinks about Fox News lawsuit,CNN,2023-02-27 01:25:57+00:00,418,"A $1.6 billion lawsuit against fox news is shedding damaging light on what people at the network really thought about donald trump and his baseless election fraud claims. Fox personalities express real doubts about any notion the election was stolen while they went on to promote the president's lies on the air. Fox News has been accused of defaming a company that makes voting machines. The company, dominion, has filed a lawsuit against Fox News. Fox has been criticized for putting sidney powell on the air to spout these outrageous lies. If dominion wins, what would that do to fox and right wing media?",Fox,FOXA
cxrW8LA4VXw,Hear what first amendment attorney thinks about Fox News lawsuit,CNN,2023-02-27 01:25:57+00:00,420,"A $1.6 billion lawsuit against fox news is shedding damaging light on what people at the network really thought about donald trump and his baseless election fraud claims. Fox personalities express real doubts about any notion the election was stolen while they went on to promote the president's lies on the air. Fox News has been accused of defaming a company that makes voting machines. The company, dominion, has filed a lawsuit against Fox News. Fox has been criticized for putting sidney powell on the air to spout these outrageous lies. If dominion wins, what would that do to fox and right wing media?",Fox,FOX
d3WIMTwrxBg,Eli Lilly announces insulin price cut,NBC News,2023-03-02 01:00:12+00:00,7,"drugmaker eli lilly. announcing it's cutting the list price of its most commonly prescribed insulin at 70%. prescription insulin is 70% of the nation's 8.4 million diabetics who relien lens. Those without coverage will be eligible as long as they sign up for a savings card. lilly lens: get it from eli lilly. i hope they do follow suit. i think that in general, all of. all of the insulin that the drug manufacturers make should be affordable and accessible. sanofi and novo nordisk. pointed to their own savings cards.",Eli Lilly,LLY
2wCG6psRHCU,Court releases new exhibits from Dominion's lawsuit against Fox News,NBC News,2023-03-08 02:00:00+00:00,418,"Hundreds of pages including text between network hosts in the days leading up to the attack on the capital jane. i am looking at emails from rupert murdaugh, fox corporation chair, talking about maybe we should take a stand and say the joe biden won the election afterwards. these are the things that are top-of-the-line, all the way down to producers. everybody knew what was going on here.",Fox,FOXA
2wCG6psRHCU,Court releases new exhibits from Dominion's lawsuit against Fox News,NBC News,2023-03-08 02:00:00+00:00,420,"Hundreds of pages including text between network hosts in the days leading up to the attack on the capital jane. i am looking at emails from rupert murdaugh, fox corporation chair, talking about maybe we should take a stand and say the joe biden won the election afterwards. these are the things that are top-of-the-line, all the way down to producers. everybody knew what was going on here.",Fox,FOX
NLn3AOy8JhE,Full Intel Committee leaders: ‘Neither one of us are satisfied’ with classified documents briefing,NBC News,2023-03-05 20:45:00+00:00,41,"what kind of intel do we have on the state of the russian army? congressman himes, we've seen reports they may be running out of munitions. what do those folks say? What do you think? Share your thoughts in the comments below. We'll feature the best in our weekly Newsquiz. CNN's John Defterios speaks with members of the House Intelligence Committee. The panel is looking at classified documents related to the raid on Donald Trump's home. The committee is concerned that the documents may have exposed sources and methods. Defterio: ""We're beginning to build an understanding administration after administration is apparently sloppy"" i think the sense that the intel committee doesn't trust congress, and is that fair? do you think you have to prove to them that you're trustworthy with secrets? >>. i think it's more of a tension between the piebfbi than intelligence community. that will come to a head over the next couple of years.",Intel,INTC
24cLDBPNXXk,Feds investigating previously unreported incident with Norfolk Southern | ABCNL,ABC News,2023-03-09 17:50:44+00:00,154,"Federal investigators are looking at a new alleged incident involving norfolk southern railway. it comes just weeks after the toxic ohio train derailment. as the ceo testifies on capitol hill today, transportation reporter sam sweeney joins me now for more on this, along with jay o'brien. In the wake of the toxic ohio train derailment, a bipartisan group of lawmakers introduced legislation that would tighten government-backed safety requirements for trains carrying hazardous materials. This hearing likely to springboard even more support, or at least more attention to that legislation. It's interesting because this hearing that's being labeled as a grilling right- senators grilling the ceo of norfolk southern- but it's all pinged around this legislation.",Norfolk Southern,NSC
W5UnWOaiP4Q,Investigators probing newly revealed Norfolk Southern incident l GMA,ABC News,2023-03-09 15:11:02+00:00,154,"Federal investigators looking at a new alleged incident with norfolk southern, the same company in the ohio train derailment. ceo alan shaw is set to testify before congress. abc news has learned the feds are looking into the company's handling of a separate incident, this one allegedly happening february 27th.",Norfolk Southern,NSC
zGubtaM4AkU,Government played role in Eli Lilly's insulin price cuts,CBS News,2023-03-02 01:32:49+00:00,7,a more than 2400% increase eli lilly ceo david ricks: >> how do you insure patients that we're not going to see the same rises in the price of insulin in the future? >>. we haven't rolled out a guarantee but what i will say? over the last five years we've frozen the prices and cut them.,Eli Lilly,LLY
SUvXwMShW84,"Eli Lilly slashing insulin price, key House panel gives Biden power to ban TikTok and more",CBS News,2023-03-02 11:12:04+00:00,7,Drug maker eli lilly is slashing the price of insulin to no more than 35 dollars per month. a key house committee has voted to give president biden the power to ban tick-tock. china is using the app to gather personal information on americans.,Eli Lilly,LLY
1-lWeQQWWzA,"Tesla announces plans to build ""gigafactory"" in Mexico",CBS News,2023-03-02 15:58:02+00:00,11,tesla announced it will build what if is calling a giga factory in mexico. electric vehicle maker will build it about 400 miles away from tesla's headquarters in austin. i thought he's trying to tell investors. i'm focusing on north america and i'll crank out cars. no matter what happens globally. that is the biggest investment.,Tesla,TSLA
